name,N,steps,cpu-time,reopts
antilla,70,1,42522.2,0
bach,56,1,15624.0,0
berkessel,48,1,9513.6,0
boscalid,35,1,5500.9,0
cinchonidine,44,1,7098.6,0
gobel,60,1,41111.4,0
hexynoate,28,1,1785.8,0
inoue,37,1,4787.7,0
johnston,53,1,26953.3,0
mikami,44,1,12550.2,0
nakano,85,1,46694.1,0
ricci,42,1,8480.0,0
sasai,53,1,17290.5,0
segphos,72,1,41752.8,0
sulphon,42,1,9626.2,0
superquat,41,1,6227.1,0
takemoto,48,1,10081.3,0
terada,58,1,24764.3,0
urea,69,1,30528.2,0
yamamoto,30,1,1885.3,0
