name,N,steps,cpu-time,reopts
3a,23,1,1097.5,0
3b,21,1,1130.9,0
3c,22,1,1119.9,0
3d,22,1,885.0,0
3e,25,1,1366.9,0
3f,27,1,1969.8,0
3g,24,1,1439.3,0
3h,24,1,1099.1,0
