name,N,steps,cpu-time,reopts
3a,23,6,1698.2,0
3b,21,11,2688.8,0
3c,22,13,2841.8,0
3d,22,9,1796.3,0
3e,25,8,2617.8,0
3f,27,23,7999.0,0
3g,24,23,5723.1,0
3h,24,15,3187.1,0
